RBP,Cell & tissue typeHepG2K562adrenal gland,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
FAM120A,K562,chr22:21622066-21622149;+,400,0.096,0.255,ENST00000342192,ENCODE,No
FAM120A,K562,chr22:21622066-21622149;+,400,0.096,0.255,ENST00000458578,ENCODE,No
FAM120A,K562,chr22:21622066-21622149;+,400,0.096,0.255,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622065-21622133;+,88.14,0.116,0.236,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622065-21622133;+,88.14,0.116,0.236,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622065-21622133;+,88.14,0.116,0.236,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622383-21622457;+,82.484,0.054,0.228,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622383-21622457;+,82.484,0.054,0.228,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622383-21622457;+,82.484,0.054,0.228,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622457-21622545;+,80.191,0.026,0.202,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622457-21622545;+,80.191,0.026,0.202,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622457-21622545;+,80.191,0.026,0.202,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622064-21622139;+,78.085,0.105,0.21,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622064-21622139;+,78.085,0.105,0.21,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622064-21622139;+,78.085,0.105,0.21,ENST00000545681,ENCODE,No
FAM120A,K562,chr22:21622374-21622453;+,72.2,0.051,0.225,ENST00000342192,ENCODE,No
FAM120A,K562,chr22:21622374-21622453;+,72.2,0.051,0.225,ENST00000458578,ENCODE,No
FAM120A,K562,chr22:21622374-21622453;+,72.2,0.051,0.225,ENST00000545681,ENCODE,No
FAM120A,K562,chr22:21622229-21622311;+,67.517,0.19,0.214,ENST00000342192,ENCODE,No
FAM120A,K562,chr22:21622229-21622311;+,67.517,0.19,0.214,ENST00000458578,ENCODE,No
FAM120A,K562,chr22:21622229-21622311;+,67.517,0.19,0.214,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622385-21622446;+,65.809,0.066,0.238,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622385-21622446;+,65.809,0.066,0.238,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622385-21622446;+,65.809,0.066,0.238,ENST00000545681,ENCODE,No
AQR,K562,chr22:21611050-21611087;+,61.048,0.001,-0.185,ENST00000342192,ENCODE,No
AQR,K562,chr22:21611050-21611087;+,61.048,0.001,-0.185,ENST00000458578,ENCODE,No
AQR,K562,chr22:21611050-21611087;+,61.048,0.001,-0.185,ENST00000496722,ENCODE,No
AQR,K562,chr22:21611050-21611087;+,61.048,0.001,-0.185,ENST00000545681,ENCODE,No
FAM120A,K562,chr22:21622009-21622066;+,59.155,0.417,0.745,ENST00000342192,ENCODE,No
FAM120A,K562,chr22:21622009-21622066;+,59.155,0.417,0.745,ENST00000458578,ENCODE,No
FAM120A,K562,chr22:21622009-21622066;+,59.155,0.417,0.745,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622677-21622784;+,57.824,0.185,0.218,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622677-21622784;+,57.824,0.185,0.218,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622677-21622784;+,57.824,0.185,0.218,ENST00000545681,ENCODE,No
PABPC4,K562,chr22:21621976-21622062;+,56.651,0.425,0.739,ENST00000342192,ENCODE,No
PABPC4,K562,chr22:21621976-21622062;+,56.651,0.425,0.739,ENST00000458578,ENCODE,No
PABPC4,K562,chr22:21621976-21622062;+,56.651,0.425,0.739,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622133-21622191;+,56.268,0.315,0.55,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622133-21622191;+,56.268,0.315,0.55,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622133-21622191;+,56.268,0.315,0.55,ENST00000545681,ENCODE,No
FAM120A,K562,chr22:21622066-21622214;+,55.15,0.249,0.494,ENST00000342192,ENCODE,No
FAM120A,K562,chr22:21622066-21622214;+,55.15,0.249,0.494,ENST00000458578,ENCODE,No
FAM120A,K562,chr22:21622066-21622214;+,55.15,0.249,0.494,ENST00000545681,ENCODE,No
AQR,K562,chr22:21611074-21611087;+,52.803,0.002,-0.093,ENST00000342192,ENCODE,No
AQR,K562,chr22:21611074-21611087;+,52.803,0.002,-0.093,ENST00000458578,ENCODE,No
AQR,K562,chr22:21611074-21611087;+,52.803,0.002,-0.093,ENST00000496722,ENCODE,No
AQR,K562,chr22:21611074-21611087;+,52.803,0.002,-0.093,ENST00000545681,ENCODE,No
FAM120A,K562,chr22:21622695-21622795;+,49.538,0.223,0.327,ENST00000342192,ENCODE,No
FAM120A,K562,chr22:21622695-21622795;+,49.538,0.223,0.327,ENST00000458578,ENCODE,No
FAM120A,K562,chr22:21622695-21622795;+,49.538,0.223,0.327,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622139-21622192;+,49.051,0.345,0.602,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622139-21622192;+,49.051,0.345,0.602,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622139-21622192;+,49.051,0.345,0.602,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622446-21622469;+,48.809,0.016,0.405,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622446-21622469;+,48.809,0.016,0.405,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622446-21622469;+,48.809,0.016,0.405,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622676-21622753;+,48.215,0.202,0.138,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622676-21622753;+,48.215,0.202,0.138,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622676-21622753;+,48.215,0.202,0.138,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622233-21622337;+,48.072,0.19,0.356,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622233-21622337;+,48.072,0.19,0.356,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622233-21622337;+,48.072,0.19,0.356,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622232-21622326;+,47.061,0.194,0.346,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622232-21622326;+,47.061,0.194,0.346,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622232-21622326;+,47.061,0.194,0.346,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622584-21622676;+,45.184,0.072,0.076,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622584-21622676;+,45.184,0.072,0.076,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622584-21622676;+,45.184,0.072,0.076,ENST00000545681,ENCODE,No
PABPC4,K562,chr22:21621963-21622066;+,44.372,0.493,0.844,ENST00000342192,ENCODE,No
PABPC4,K562,chr22:21621963-21622066;+,44.372,0.493,0.844,ENST00000458578,ENCODE,No
PABPC4,K562,chr22:21621963-21622066;+,44.372,0.493,0.844,ENST00000545681,ENCODE,No
IGF2BP1,K562,chr22:21621932-21622005;+,43.96,0.753,1.609,ENST00000342192,ENCODE,No
IGF2BP1,K562,chr22:21621932-21622005;+,43.96,0.753,1.609,ENST00000458578,ENCODE,No
IGF2BP1,K562,chr22:21621932-21622005;+,43.96,0.753,1.609,ENST00000545681,ENCODE,No
RPS3,K562,chr22:21610988-21611039;+,42.981,0.971,6.203,ENST00000342192,ENCODE,No
RPS3,K562,chr22:21610988-21611039;+,42.981,0.971,6.203,ENST00000458578,ENCODE,No
RPS3,K562,chr22:21610988-21611039;+,42.981,0.971,6.203,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622903-21622957;+,42.848,1,2.163,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622903-21622957;+,42.848,1,2.163,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622903-21622957;+,42.848,1,2.163,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622469-21622518;+,40.615,0.028,0.12,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622469-21622518;+,40.615,0.028,0.12,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622469-21622518;+,40.615,0.028,0.12,ENST00000545681,ENCODE,No
AQR,K562,chr22:21611050-21611074;+,39.954,0.001,-0.235,ENST00000342192,ENCODE,No
AQR,K562,chr22:21611050-21611074;+,39.954,0.001,-0.235,ENST00000458578,ENCODE,No
AQR,K562,chr22:21611050-21611074;+,39.954,0.001,-0.235,ENST00000496722,ENCODE,No
AQR,K562,chr22:21611050-21611074;+,39.954,0.001,-0.235,ENST00000545681,ENCODE,No
AQR,K562,chr22:21611087-21611131;+,39.73,0.001,-0.318,ENST00000342192,ENCODE,No
AQR,K562,chr22:21611087-21611131;+,39.73,0.001,-0.318,ENST00000458578,ENCODE,No
AQR,K562,chr22:21611087-21611131;+,39.73,0.001,-0.318,ENST00000496722,ENCODE,No
AQR,K562,chr22:21611087-21611131;+,39.73,0.001,-0.318,ENST00000545681,ENCODE,No
IGF2BP1,K562,chr22:21621908-21622014;+,37.875,0.815,1.69,ENST00000342192,ENCODE,No
IGF2BP1,K562,chr22:21621908-21622014;+,37.875,0.815,1.69,ENST00000458578,ENCODE,No
IGF2BP1,K562,chr22:21621908-21622014;+,37.875,0.815,1.69,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622337-21622383;+,36.683,0.308,0.628,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622337-21622383;+,36.683,0.308,0.628,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622337-21622383;+,36.683,0.308,0.628,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622586-21622677;+,35.833,0.073,0.081,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622586-21622677;+,35.833,0.073,0.081,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622586-21622677;+,35.833,0.073,0.081,ENST00000545681,ENCODE,No
YBX3,K562,chr22:21622597-21622632;+,35.619,0.117,-0.09,ENST00000342192,ENCODE,No
YBX3,K562,chr22:21622597-21622632;+,35.619,0.117,-0.09,ENST00000458578,ENCODE,No
YBX3,K562,chr22:21622597-21622632;+,35.619,0.117,-0.09,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21622798-21622863;+,35.278,0.425,0.843,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21622798-21622863;+,35.278,0.425,0.843,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21622798-21622863;+,35.278,0.425,0.843,ENST00000545681,ENCODE,No
UPF1,K562,chr22:21623172-21623215;+,35.074,0.06,0.078,ENST00000342192,ENCODE,No
UPF1,K562,chr22:21623172-21623215;+,35.074,0.06,0.078,ENST00000458578,ENCODE,No
UPF1,K562,chr22:21623172-21623215;+,35.074,0.06,0.078,ENST00000545681,ENCODE,No
PTBP1,K562,chr22:21594096-21594197;+,34.526,0.005,-0.34,ENST00000342192,ENCODE,No
PTBP1,K562,chr22:21594096-21594197;+,34.526,0.005,-0.34,ENST00000458578,ENCODE,No
PTBP1,K562,chr22:21594096-21594197;+,34.526,0.005,-0.34,ENST00000496722,ENCODE,No
PTBP1,K562,chr22:21594096-21594197;+,34.526,0.005,-0.34,ENST00000545681,ENCODE,No
FAM120A,K562,chr22:21622380-21622451;+,34.15,0.057,0.218,ENST00000342192,ENCODE,No
FAM120A,K562,chr22:21622380-21622451;+,34.15,0.057,0.218,ENST00000458578,ENCODE,No
FAM120A,K562,chr22:21622380-21622451;+,34.15,0.057,0.218,ENST00000545681,ENCODE,No
